cust,sum,count
M226898274,2278780.0,71
M227223130,38385390.0,109
M227284166,29606002.0,530
M227386710,3685906.0,332
M227399628,350742.0,38
M227423887,7098497.0,711
M227606445,2492134.0,87
M227861690,18565000.0,11
M228022825,7079250.0,513
M228124869,5797220.0,107
M228343874,2336664.0,122
M228508070,17949630.0,275
M228564991,201900.0,38
M228735506,18135950.0,292
M228770795,1729857.0,316
M228917086,1554326.0,233
M228922973,6851228.0,359
M228934898,55666399.0,778
M229098573,360400.0,14
M229374472,6833080.0,230
M229792980,385168.0,65
M229874831,2159550.0,36
M229924836,14038886.0,541
M230387823,2963720.0,63
M230511234,3174560.0,212
M230587989,78900.0,1
M230730960,3710360.0,401
M231080273,1282860.0,76
M231121222,3813880.0,206
M231223129,601970.0,87
M231264470,28762120.0,96
M231280512,10706552.0,785
M231441509,4236140.0,292
M231452338,2492806.0,210
M231537676,15290088.0,776
M231776455,3154680.0,165
M231796095,2958290.0,478
M231818843,3117390.0,63
M232029330,363252.0,77
M232089488,3855386.0,152
M232228166,16582570.0,204
M232327316,9369408.0,458
M232478389,8848544.0,564
M232541614,3389826.0,110
M232797517,7834175.0,204
M233408149,1165874.0,82
M233682456,4593512.0,676
M233697878,1091060.0,57
M233787612,2984660.0,47
M233958067,2014800.0,75
M234010043,4466146.0,259
M234266219,1265570.0,32
M234284432,7722432.0,769
M234389496,1952740.0,49
M234518907,580820.0,4
M234535038,313440.0,33
M234557674,349000.0,5
M234892454,1639757.0,221
M234978891,1778490.0,227
M235029986,5409230.0,193
M235132116,8408820.0,312
M235235202,2078716.0,228
M235401412,24400.0,1
M236075513,28923430.0,32
M236186330,1713050.0,229
M236298400,12287713.0,328
M236433557,6598512.0,630
M236514586,3412860.0,323
M236628438,1640330.0,161
M236732152,489510.0,67
M236749201,3139248.0,303
M236790127,1432100.0,41
M237184286,967590.0,119
M237184504,2488712.0,145
M237281821,5632934.0,460
M237293281,5929206.0,322
M237627724,4172367.0,348
M237957735,13405010.0,656
M237980210,1239210.0,32
M238012186,2781096.0,274
M238134440,6497720.0,342
M238146872,64937920.0,228
M238153488,990600.0,13
M238634832,210770.0,6
M238657360,3939828.0,411
M238668925,4541050.0,32
M238752039,1354221.0,251
M238785357,292880.0,39
M238848580,1949910.0,144
M239282662,5934868.0,721
M239409432,2367836.0,86
M239705613,2067075.0,245
M239708244,9846280.0,266
M239786853,3669290.0,31
M239811786,611500.0,3
M239858920,9476096.0,600
M240160629,4260774.0,501
M240300340,9555100.0,70
M240360279,1883770.0,9
M240526559,11159344.0,472
M240615352,1954520.0,192
M240632650,8303844.0,305
M240769635,551740.0,16
M240772153,871765.0,200
M240919161,2772340.0,117
M241023449,23287047.0,957
M241059393,106700.0,4
M241149666,3965332.0,380
M241540259,15335250.0,29
M241547430,5141520.0,83
M241713863,4346160.0,83
M241753046,4185903.0,887
M241950608,202300.0,8
M242284583,2559553.0,160
M242363544,14314440.0,122
M242462032,1389776.0,242
M242527425,1909208.0,493
M242625250,406690.0,48
M242788320,4348500.0,66
M242791109,186660.0,83
M242809984,6578416.0,291
M242910682,2912975.0,189
M242922615,3904290.0,143
M243193733,433340.0,27
M243202955,54260230.0,157
M243286828,7382885.0,221
M243320990,2253440.0,210
M243394288,5204720.0,389
M243490847,20815693.0,583
M243558770,2916670.0,178
M243565126,1093437.0,117
M243601285,1179480.0,130
M243776714,1888814.0,121
M243894072,3086676.0,107
M243966035,684170.0,66
M244237566,4790400.0,41
M244239059,3594770.0,165
M244363423,25642710.0,101
M244511677,37042640.0,97
M244527587,6326787.0,774
M244662082,7216979.0,393
M244764491,2767312.0,98
M244951578,6276969.0,780
M245059155,10185626.0,461
M245236426,1994710.0,101
M245261370,777150.0,29
M245408281,23749450.0,331
M245413861,1406360.0,61
M245519702,3008300.0,56
M245586652,2258612.0,303
M245795747,93700.0,3
M245811064,13850665.0,477
M245885672,2277220.0,86
M246449391,921110.0,124
M246527130,1626400.0,67
M246605109,4283448.0,206
M247047984,3048151.0,418
M247115950,679890.0,41
M247119970,25013400.0,248
M247140505,3977350.0,217
M247152787,8540557.0,126
M247184833,25553130.0,39
M247316526,654080.0,211
M247406993,49000.0,1
M247504781,158000.0,1
M247545910,358900.0,2
M247547154,925850.0,49
M247555546,6652247.0,457
M247565384,1572270.0,68
M247832095,8800540.0,338
M247905519,2061663.0,262
M248084131,885140.0,129
M248098152,13723082.0,347
M248417595,20764654.0,292
M248487574,68470.0,9
M248497664,2222640.0,170
M248515040,1574150.0,150
M248529440,12270559.0,737
M248647717,1905188.0,133
M248814194,212700.0,6
M248841707,20459590.0,48
M248898159,1936430.0,283
M248951948,10045860.0,276
M249164455,4950800.0,310
M249472886,862718.0,105
M249507682,34900.0,1
M249555586,51607260.0,164
M249599225,2417049.0,231
M249768548,222470.0,13
M249768602,318100.0,4
M249914878,2205192.0,151
M250355096,3526678.0,186
M250739048,47657260.0,109
M250818078,1586133.0,193
M250853858,4807280.0,94
M250892869,34000.0,1
M251128466,3715030.0,179
M251222717,2756200.0,34
M251535761,147617.0,9
M251595790,871430.0,279
M251692788,3258027.0,373
M251908940,2474200.0,55
M252094820,4152529.0,1086
M252543520,2337315.0,232
M252958792,2393500.0,73
M253033654,7602112.0,825
M253048626,3206380.0,265
M253049872,136590.0,17
M253132673,3062945.0,133
M253158772,1864584.0,231
M253450307,3298200.0,69
M253642334,5337020.0,133
M253645698,1003420.0,10
M253694015,4731239.0,998
M253736407,57800.0,2
M253806787,599601.0,78
M253840990,1337118.0,21
M253984047,3517805.0,670
M254058481,1069876.0,115
M254124531,2731290.0,122
M254394691,6790272.0,824
M254510137,1642810.0,155
M254725741,1681000.0,75
M254729235,10375550.0,602
M254834690,1707380.0,217
M254848060,5778350.0,304
M255003469,10057981.0,293
M255009646,1736600.0,65
M255076201,9023982.0,338
M255104161,1768790.0,40
M255160573,16064720.0,371
M255740724,29694880.0,717
M255745137,2517170.0,65
M255871703,8957230.0,235
M255962738,48721898.0,846
M256153448,1854610.0,44
M256279589,2894914.0,119
M256492589,9052370.0,119
M256531762,2507750.0,63
M256533509,6663918.0,190
M256645137,11979270.0,153
M256801265,651921.0,107
M256858158,17196060.0,96
M257361199,2685570.0,198
M257397768,49942860.0,231
M257463277,4977567.0,470
M257524912,5652640.0,474
M257536546,424780.0,13
M257547604,3077997.0,343
M257586147,3956693.0,582
M257619670,6897346.0,484
M257626377,8669094.0,1061
M257697608,1504286.0,272
M257906510,41055723.0,803
M258203903,4479060.0,42
M258215921,2110660.0,35
M258596625,882552.0,246
M258815600,2153130.0,45
M258927248,27111974.0,129
M259007083,44728908.0,220
M259009687,4132782.0,190
M259047449,1783210.0,333
M259086838,1783070.0,126
M259154299,3936970.0,74
M259239261,3767450.0,500
M259255078,2072817.0,153
M259292364,25929490.0,183
M259349306,518800.0,8
M259385626,14396980.0,507
M259448236,1719340.0,26
M259594330,942140.0,84
M259674571,8625460.0,129
M259706473,7290350.0,158
M259712930,1264660.0,74
M259878282,1658350.0,137
M260048830,8837090.0,423
M260144343,6813120.0,138
M260201071,451479.0,117
M260510753,2502890.0,119
M260629165,117060400.0,445
M260686702,30509508.0,161
M260830175,19372300.0,560
M260900280,1855111.0,309
M261013209,20036173.0,414
M261112623,98350.0,13
M261603421,6389190.0,36
M261613965,3658732.0,95
M261678309,24000.0,1
M261813121,1157750.0,32
M261857905,17239792.0,549
M261911820,895570.0,92
M261999086,13124461.0,496
M262067772,3611920.0,195
M262118527,350200.0,3
M262263032,2922600.0,26
M262306195,4840275.0,307
M262371759,338430.0,31
M262593966,2124255.0,184
M262634846,4068460.0,48
M262722455,3284074.0,234
M262824833,17474310.0,285
M262863214,3908250.0,289
M263136674,874580.0,268
M263265842,691050.0,164
M263389969,4912225.0,314
M263406446,63774620.0,377
M263423633,2141260.0,86
M263493277,865840.0,170
M263736539,8364374.0,474
M264007732,5992585.0,295
M264032645,2435529.0,140
M264077237,26003103.0,588
M264078054,6745239.0,154
M264127076,9020312.0,272
M264210284,2071618.0,63
M264408495,2582702.0,204
M264495173,4156880.0,290
M264553539,7382686.0,613
M264619863,11334540.0,304
M264721861,3189500.0,84
M264890357,10430960.0,222
M264907899,448280.0,49
M265012282,3922490.0,150
M265390888,25728980.0,282
M265416662,3011166.0,239
M265570588,18814870.0,152
M265592092,8653002.0,671
M265616040,4504000.0,38
M265910093,1972080.0,243
M265931795,5454127.0,403
M266186789,46458808.0,161
M266367767,4961643.0,151
M266464759,3030560.0,67
M266599604,5788344.0,423
M266644306,844100.0,7
M266653402,922400.0,12
M266690324,4060119.0,165
M266762682,28375512.0,514
M266960937,9292982.0,932
M267179673,9223317.0,310
M267232363,10799860.0,199
M267246074,7495501.0,660
M267381321,15780310.0,107
M267574168,56890.0,4
M267777059,1591095.0,225
M267806784,48874788.0,617
M268177807,992590.0,70
M268212025,26313042.0,436
M268221879,14657815.0,407
M268274052,4680920.0,211
M268374518,373994670.0,316
M268414116,3188530.0,202
M268486236,1309966.0,194
M268654055,12944203.0,555
M268697028,142600.0,5
M268722287,3174960.0,164
M268762845,4711021.0,468
M268799155,7185800.0,565
M268811651,2812420.0,290
M269204461,1644250.0,133
M269245843,605756.0,64
M269595056,59600.0,1
M269668794,2124860.0,207
M269828657,4212269.0,462
M270037733,11498130.0,102
M270346817,1479620.0,56
M270397441,1127340.0,88
M270403673,15069670.0,144
M270444070,790190.0,151
M270517342,7864820.0,89
M270841507,6219428.0,547
M270865348,4291042.0,238
M270986563,24467413.0,763
M270990302,1693580.0,49
M271092547,2879370.0,284
M271348938,5994370.0,341
M271361157,3450900.0,95
M271619154,8462790.0,238
M271640824,677900.0,36
M271766312,554890.0,37
M271790519,618540.0,106
M271887163,1832570.0,87
M271908123,153250.0,44
M271971039,1413774.0,39
M272252864,9872600.0,101
M272299351,12601847.0,545
M272617674,3231105.0,192
M272732033,26330.0,4
M272944686,1902510.0,47
M273009711,3314330.0,41
M273273454,2304400.0,107
M273782504,3717160.0,76
M273967536,1633300.0,38
M274116036,3019740.0,25
M274177949,837345.0,112
M274331266,3402210.0,204
M274362142,1131850.0,41
M274519198,3129062.0,491
M274631955,6469800.0,648
M274746214,218189250.0,198
M274827057,782944.0,47
M275003121,24720652.0,262
M275110662,3645264.0,405
M275460938,7971934.0,287
M275461328,1162050.0,21
M275524948,5882131.0,205
M275590899,4192820.0,303
M276066364,3034050.0,148
M276215122,2832111.0,196
M276553167,630432.0,63
M276622441,4824562.0,660
M276683775,687691.0,119
M276738203,1625961.0,269
M276824331,5944903.0,313
M276859579,3165480.0,96
M276887298,8542230.0,97
M276931931,481210.0,20
M277107641,197492.0,20
M277171255,1078830.0,43
M277538902,1334908.0,23
M277564466,685030.0,366
M277777853,396880.0,43
M278055178,3474713.0,93
M278083945,8073790.0,71
M278124219,1020854.0,83
M278406362,10825809.0,649
M278581509,3186010.0,162
M278664183,23679390.0,90
M278840794,6465973.0,636
M278882576,17601037.0,354
M278915465,2374246.0,73
M278965186,1264700.0,48
M279005747,3937950.0,245
M279198800,24968359.0,306
M279245971,2684250.0,57
M279252677,847050.0,65
M279254533,329290.0,48
M279257611,2222389.0,370
M279351636,4028680.0,268
M279594029,1654444.0,353
M279615653,3048673.0,150
M279638151,7557510.0,184
M280007623,6023280.0,601
M280038686,1712178.0,207
M280112960,2642685.0,278
M280250168,2252418.0,264
M280264247,16086998.0,804
M280326221,10412730.0,425
M280470172,9976900.0,72
M280520949,4766337.0,481
M280671605,13338660.0,162
M280687522,766531.0,75
M280790594,6541771.0,671
M280816603,932710.0,84
M280859314,902300.0,72
M280935807,1778421.0,454
M281103896,443730.0,40
M281183618,5302964.0,1136
M281200835,411000.0,10
M281351867,3605810.0,90
M281548174,1237090.0,42
M281603266,671300.0,60
M281676950,4613983.0,196
M281680255,1620169.0,175
M281724642,1567090.0,56
M281755579,7285227.0,447
M281778799,2849926.0,141
M282024254,4464103.0,342
M282077359,2350930.0,124
M282153983,1387220.0,52
M282287857,2617990.0,82
M282291691,1030200.0,190
M282467665,12969284.0,236
M282943601,7260327.0,532
M282949103,6715406.0,200
M283035878,1294928.0,265
M283039806,4503750.0,49
M283174112,8583266.0,292
M283368641,7885210.0,194
M283476216,6700370.0,240
M283516575,1520280.0,102
M283597699,12300.0,4
M283600362,1042510.0,77
M283601603,151150.0,9
M283790082,2698650.0,318
M283830000,25508178.0,128
M283951376,1965992.0,194
M284067548,303130.0,63
M284257863,1695390.0,44
M284612744,4385860.0,156
M284752447,1151800.0,56
M284788184,2079960.0,144
M285246127,462130.0,13
M285395398,15188084.0,1149
M285436591,28890120.0,251
M285467736,8094780.0,331
M285484835,4836470.0,89
M285550659,2177925.0,176
M285726188,4228490.0,479
M285744648,1392510.0,97
M285822032,2969200.0,67
M285932123,867720.0,25
M285945226,5636455.0,146
M285968213,17910.0,4
M285972363,4800000.0,4
M285982647,2393237.0,293
M286050327,7012358.0,663
M286538837,26310292.0,349
M286613171,20807820.0,76
M286796577,15355150.0,250
M286881187,2595298.0,314
M286989583,950580.0,104
M287005395,882500.0,38
M287030407,3610374.0,86
M287100850,6884079.0,412
M287243990,38056370.0,49
M287257582,15885424.0,426
M287364799,27242250.0,79
M287465208,24906440.0,227
M287679941,6388628.0,307
M287960590,25477753.0,2564
M288015633,925007.0,101
M288061084,9433353.0,652
M288065988,3112899.0,347
M288245458,2865250.0,335
M288262875,30241022.0,432
M288505690,265270.0,29
M288742796,1857150.0,83
M288816121,2837459.0,425
M288850301,1570222.0,184
M289115853,1830120.0,140
M289407019,3820210.0,338
M289635580,6944609.0,427
M289929857,2649509.0,146
M290043047,297250.0,28
M290101475,1807330.0,142
M290158235,1680928.0,463
M290178321,7708680.0,63
M290241876,7900654.0,457
M290246001,538228.0,56
M290555909,4571330.0,50
M290704566,3503700.0,102
M290718726,6459100.0,130
M290729318,73870.0,1
M290772732,559430.0,38
M290849488,3458270.0,51
M290854726,10602808.0,917
M290933311,6875540.0,106
M291077302,288250.0,20
M291207370,10621420.0,66
M291267686,428980.0,52
M291295742,1971510.0,243
M291380287,992479.0,58
M291460679,7182880.0,69
M291537983,6362740.0,476
M291542978,791450.0,87
M291606476,1914188.0,229
M291616136,877057.0,58
M291765630,3792262.0,77
M292044099,2647410.0,98
M292183054,1881430.0,63
M292464343,8208207.0,861
M292594229,2793982.0,169
M292810284,347010.0,52
M292836590,13925740.0,125
M292875366,606500.0,11
M292917577,4256490.0,218
M292929129,5157080.0,143
M292935102,731600.0,12
M292972151,130400.0,3
M293011805,472750.0,42
M293105603,4371932.0,301
M293191544,686360.0,52
M293279212,4514713.0,475
M293299095,898920.0,59
M293317694,7395190.0,202
M293338445,9372440.0,229
M293564497,14079926.0,853
M293804030,5559220.0,69
M293844341,3816778.0,167
M293892167,1813290.0,50
M293971269,3756559.0,154
M294049700,5634456.0,227
M294232231,5604480.0,312
M295053802,550040.0,154
M295054435,2307863.0,192
M295093254,2057910.0,103
M295123211,5020.0,2
M295168262,9747006.0,541
M295263098,3255680.0,68
M295502767,8850945.0,776
M295585333,4333092.0,384
M295764624,4464923.0,182
M295881759,567150.0,110
M295971947,9365750.0,258
M296003536,6017629.0,622
M296059177,3778500.0,560
M296090374,24437812.0,335
M296129755,762380.0,135
M296378729,5890530.0,207
M296620053,28278895.0,430
M296690889,4225490.0,91
M296705222,949600.0,79
M296742805,3032640.0,104
M296771531,9699649.0,1254
M296821100,40577680.0,403
M296951926,4035350.0,157
M297252967,10559204.0,293
M297289938,3636970.0,126
M297579372,85070.0,12
M297832405,6998740.0,723
M298236890,3963860.0,267
M298267247,1269260.0,82
M298329600,502110.0,91
M298613371,1186400.0,4
M298657431,112740.0,17
M298789803,5379400.0,109
M298819356,145950.0,35
M298923932,1307336.0,172
M299166199,1559771.0,121
M299285977,2449114.0,169
M299380180,2249120.0,228
M299411563,5360653.0,588
M299432206,2145050.0,33
M299454333,3304540.0,103
M299603939,2420250.0,108
M299650247,8806700.0,101
M299701544,6174250.0,72
M299812938,3791240.0,183
M299829991,886550.0,31
M299879757,1863330.0,36
M300073506,664743.0,201
M300175131,8315380.0,64
M300232609,4012078.0,239
M300234257,2968496.0,208
M300271720,10186310.0,161
M300279138,1854540.0,349
M300334492,8814415.0,945
M300412922,7443970.0,162
M300433540,4282950.0,156
M300462454,2062020.0,132
M300607297,6497281.0,524
M300703554,37945145.0,193
M300877339,24111800.0,226
M300888848,1117404.0,197
M301242423,35475140.0,225
M301270532,7978560.0,102
M301397456,73195250.0,347
M301581039,2433412.0,99
M301756964,22751433.0,663
M301988979,580900.0,21
M302162829,926760.0,75
M302287844,66825350.0,71
M302420721,2739726.0,163
M302428462,37666140.0,159
M302465603,2833333.0,200
M302684333,4184621.0,342
M302694688,6602900.0,29
M302704247,4071608.0,84
M302906485,7362473.0,661
M302985010,9965600.0,56
M303182528,7132448.0,199
M303563321,1808120.0,35
M303797144,1324830.0,247
M303798416,541400.0,26
M303975072,33161560.0,67
M303988278,1233209.0,82
M304292286,3481008.0,270
M304312198,2461650.0,37
M304336861,1508680.0,248
M304428877,415744.0,137
M304619376,5051020.0,402
M305066336,2097620.0,163
M305415526,2661668.0,116
M305419404,20119440.0,149
M305631170,1925477.0,135
M305683162,701710.0,30
M305766997,2738210.0,303
M305849899,1410360.0,51
M305864193,4976876.0,693
M305884456,397050.0,80
M305938369,3544600.0,263
M306514919,5898810.0,274
M306561040,5642190.0,62
M306718309,3419690.0,476
M306779137,2610060.0,120
M306840946,1655456.0,111
M307151561,5679210.0,241
M307391711,3016830.0,479
M307469034,2661929.0,172
M307749591,12202665.0,226
M308211712,36334940.0,630
M308580210,945570.0,77
M308661179,23243320.0,874
M308706360,228000.0,3
M308751833,6807000.0,577
M308901782,1801182.0,103
M308910106,10940640.0,197
M309144365,11268228.0,978
M309153952,2371892.0,259
M309252490,3242120.0,275
M309346130,4196317.0,106
M309436367,8528169.0,695
M309456946,3776431.0,190
M309714925,15717130.0,50
M309901992,1126910.0,165
M309904853,5478101.0,731
M310166955,12876380.0,298
M310227756,2271807.0,317
M310871292,4917086.0,308
M310890033,2254138.0,81
M310904948,4990134.0,498
M310931673,87640.0,4
M311054868,25759510.0,103
M311207551,3302821.0,497
M311393364,2765040.0,107
M311578182,2524550.0,235
M311630747,2523753.0,248
M311674426,6092699.0,998
M311907816,15271290.0,243
M311982027,1923580.0,283
M312005744,2833550.0,162
M312125666,20701950.0,47
M312337194,99725700.0,221
M312362513,6735200.0,17
M312394682,3877498.0,332
M312464167,7784117.0,398
M312700183,720380.0,61
M312865376,1527290.0,52
M313094571,1068440.0,234
M313126091,3513198.0,104
M313154651,3090120.0,133
M313271016,3188911.0,202
M313325679,7463900.0,271
M313452951,6404522.0,122
M313486584,1338300.0,140
M313729638,3904230.0,134
M313759761,8427663.0,311
M313778977,2233206.0,271
M313991018,7610515.0,916
M314392024,2844703.0,675
M314733533,4164495.0,437
M314794317,807560.0,300
M315019444,4176445.0,461
M315259748,9897607.0,691
M315360471,4449698.0,413
M315728274,1612442.0,167
M315988868,5770930.0,193
M316000354,1212860.0,116
M316030973,1401606.0,60
M316111200,899060.0,58
M316114583,201850.0,32
M316171414,2375360.0,67
M316172133,2809520.0,27
M316365590,1135432.0,113
M316548775,3196080.0,29
M316929703,1167430.0,66
M317006714,1586075.0,179
M317074363,1258010.0,47
M317144228,6308720.0,347
M317217561,720480.0,77
M317318928,713440.0,26
M317405932,4894432.0,329
M317416678,1767000.0,85
M317423966,498740.0,130
M317470114,8982627.0,973
M317515254,2965710.0,529
M317778161,10143745.0,224
M317780193,1257820.0,173
M317849762,8419110.0,342
M317852652,1793570.0,25
M317916211,1172030.0,61
M317962727,7204394.0,108
M318041837,16320540.0,592
M318082150,7584996.0,770
M318231204,1244400.0,78
M318249295,3923910.0,63
M318251692,3615220.0,131
M318489269,3367175.0,135
M318582448,10065220.0,429
M318746298,3669604.0,289
M318802112,5270280.0,58
M318886202,1497210.0,100
M318888511,980480.0,39
M318907428,1944260.0,382
M319256712,7702350.0,74
M319444852,1680655.0,279
M319629964,1174510.0,32
M319716081,454100.0,63
M319855640,2976450.0,102
M319930340,210530750.0,140
M319962200,17068246.0,101
M320170691,19220365.0,338
M320288174,3002320.0,15
M320366214,3132620.0,71
M320369102,8419350.0,67
M320478742,5277469.0,1003
M320504719,30025300.0,478
M320578473,7351008.0,17
M320839085,154810.0,45
M321012544,804350.0,48
M321081949,2749361.0,116
M321132897,2438640.0,301
M321237929,5947140.0,124
M321256020,10861420.0,36
M321331060,29870220.0,211
M321360816,1222906.0,190
M321408439,440806.0,60
M321458360,1942920.0,57
M321489284,611400.0,31
M321497306,4517170.0,244
M321512476,2434632.0,152
M321739504,938240.0,59
M321820340,15290500.0,289
M321883421,1085930.0,155
M321922863,30863083.0,358
M322022701,757763.0,98
M322256849,4146930.0,109
M322272032,2348538.0,168
M322349359,1469846.0,72
M322697741,6862897.0,259
M322829657,10451970.0,745
M322867689,161820.0,6
M323029767,15266100.0,728
M323086466,3145790.0,286
M323181973,533710.0,80
M323192018,3984718.0,488
M323248733,19646230.0,71
M323325062,1616280.0,109
M323478230,564800.0,6
M323534950,10106678.0,550
M323856995,7246590.0,370
M324254958,11746720.0,241
M324260086,1408020.0,58
M324269764,875300.0,12
M324408612,3407168.0,407
M324452563,1988680.0,121
M324482167,2917257.0,179
M324501877,4782639.0,241
M324501961,9161560.0,161
M324530769,1485934.0,248
M324778650,5879809.0,269
M324801261,2250265.0,155
M324896636,1181040.0,71
M325174024,4902313.0,334
M325185653,731951.0,121
M325473730,3632626.0,295
M325527038,2312040.0,222
M325658504,3802190.0,345
M325661634,7698708.0,318
M325756878,3370486.0,432
M325773400,5146120.0,266
M325787623,32128058.0,392
M325866047,1768515.0,80
M325986732,21007940.0,174
M326053153,2910850.0,384
M326092093,3754781.0,320
M326107280,7619472.0,247
M326147179,63346700.0,309
M326256100,5143056.0,56
M326257678,311540.0,18
M326341051,880738.0,142
M326432427,1867750.0,72
M326433502,6519171.0,340
M326576683,2233250.0,35
M326612814,4418878.0,185
M326659420,996150.0,166
M326659925,3132800.0,74
M326735463,4328682.0,32
M326845509,5309670.0,50
M327112752,1053690.0,40
M327182297,1198540.0,160
M327440685,2268110.0,293
M327660499,1374650.0,134
M327743399,3766560.0,470
M327887027,17900.0,3
M327949933,876728.0,148
M327989504,7799347.0,729
M328068668,3141010.0,110
M328088705,1931650.0,51
M328345701,185050.0,19
M328356758,2484770.0,82
M328371495,122660.0,12
M328491765,1987372.0,200
M328651609,5834540.0,394
M328875210,1502800.0,76
M329243018,516637.0,157
M329251341,947245.0,99
M329421946,3219488.0,453
M329659157,41554750.0,216
M329669184,1564230.0,244
M329827393,3568094.0,453
M330016442,4478440.0,155
M330039696,28110429.0,278
M330197517,1312745.0,129
M330336594,2050980.0,261
M330411790,5083740.0,215
M330436524,200790.0,46
M330503689,2117478.0,128
M330588337,13227626.0,310
M330717802,3564490.0,48
M330874099,3404740.0,81
M330936601,847370.0,104
M331468207,1308300.0,128
M331599000,710080.0,52
M331609731,948500.0,145
M332271066,950370.0,32
M332456194,4433920.0,134
M332539888,6273558.0,199
M332585804,217600.0,5
M332634516,4806810.0,42
M332648892,289800.0,20
M332711874,15888818.0,325
M332712484,3989200.0,34
M332839001,4921199.0,499
M332877359,969810.0,155
M332881855,1611690.0,43
M332887335,2144810.0,133
M332917027,2392336.0,188
M332927194,953210.0,122
M333194788,2181380.0,137
M333198501,1783000.0,8
M333198713,1843390.0,107
M333233870,5021420.0,68
M333342175,8298005.0,248
M333346836,1732391.0,410
M333379336,8332173.0,824
M333444201,1198250.0,72
M333498086,6322098.0,545
M333504489,2451500.0,63
M333647938,913490.0,70
M333752894,9181712.0,181
M333861551,727940.0,7
M333907945,2024768.0,179
M333976286,5449740.0,245
M334059866,11275702.0,1057
M334082344,2280250.0,51
M334205637,5523771.0,289
M334401643,2696508.0,95
M334488161,6032916.0,800
M334666789,1642442.0,259
M334729647,11223407.0,522
M334817238,1010340.0,155
M334908444,4221301.0,199
M334924365,4122048.0,278
M335081704,2111448.0,251
M335090969,7142522.0,525
M335179512,421430.0,105
M335214490,10858954.0,874
M335369759,6382954.0,296
M335429714,1207530.0,46
M335472022,793520.0,131
M335629251,2489470.0,519
M335720814,3043822.0,98
M335873838,671120.0,36
M335956217,2331320.0,78
M336008672,17876033.0,1260
M336041315,78130.0,3
M336085629,122280.0,70
M336197685,489948.0,112
M336199109,1744238.0,303
M336291170,1900534.0,223
M336305857,1893810.0,104
M336525918,977700.0,23
M336691011,3234040.0,128
M336933607,10498158.0,1476
M336988853,4705210.0,85
M337059741,1499000.0,16
M337159616,167488770.0,186
M337168659,3838698.0,346
M337482533,5294690.0,129
M337535912,9386800.0,93
M337978312,723040.0,12
M338196230,3762180.0,580
M338350592,2657583.0,689
M338389343,795950.0,33
M338515890,3548958.0,205
M338602498,1185050.0,153
M338661359,7419000.0,58
M339003270,1063353.0,137
M339112380,10113140.0,69
M339163367,1194123.0,141
M339304431,2175882.0,280
M339345739,2739340.0,69
M339407607,1935900.0,11
M339499678,5834100.0,29
M339552715,2894870.0,133
M339658750,838738.0,112
M339766499,5214950.0,98
M339926048,6782880.0,210
M339950075,5592405.0,630
M340062179,4869277.0,239
M340225579,1545050.0,55
M340277529,3180186.0,342
M340278767,22127200.0,109
M340285445,246620.0,27
M340378964,38288400.0,30
M340401542,49877950.0,41
M340646331,29170.0,7
M340823796,2274330.0,224
M340859617,980963.0,133
M340864347,9479111.0,382
M341003277,1634680.0,57
M341129114,726825.0,166
M341129212,2992622.0,669
M341466463,2817300.0,87
M341608031,1726233.0,211
M341921132,3088380.0,131
M342032973,557840.0,3
M342338249,9793914.0,330
M342833058,36800.0,4
M342901582,8021186.0,225
M342968577,2087858.0,82
M343058103,6162881.0,461
M343119089,2512370.0,94
M343235503,8328896.0,736
M343239155,11566610.0,146
M343254660,1661480.0,53
M343264688,403798450.0,481
M343283098,742820.0,11
M343330247,2483180.0,221
M343438288,31980890.0,112
M343601809,1968144.0,275
M343760405,355987.0,78
M343835312,19852461.0,459
M344011246,3701242.0,294
M344019139,1914290.0,79
M344111066,2374413.0,260
M344129674,511770.0,38
M344192900,305680.0,31
M344424019,13073037.0,338
M344440393,2264550.0,162
M344477914,2266743.0,218
M344499611,7337480.0,84
M344584010,821400.0,67
M345190708,2432292.0,212
M345345456,40146720.0,134
M345365044,5534824.0,516
M345502333,105525730.0,260
M345588612,1006180.0,144
M345592032,7782150.0,343
M345758349,4707026.0,350
M345885861,415000.0,1
M345974313,4131920.0,128
M346079490,1331840.0,84
M346185476,2282763.0,360
M346224630,334310.0,28
M346282471,779189.0,108
M346307429,1657140.0,43
M346312805,1218550.0,142
M346356576,3900336.0,207
M346473231,3677994.0,200
M346483252,4295081.0,166
M346860026,10422089.0,322
M347019293,5461235.0,248
M347102226,2338226.0,440
M347124259,18633931.0,197
M347139064,2058516.0,265
M347178817,672350.0,128
M347475637,692366.0,80
M347526340,3681440.0,139
M347707946,1081710.0,248
M347773641,149123900.0,280
M347787444,16905345.0,1050
M347826745,11878314.0,603
M347949577,1639130.0,237
M348021954,8266147.0,744
M348340451,3407893.0,338
M348452531,25408260.0,285
M348550431,1289970.0,73
M348624880,798373.0,107
M348703401,3022000.0,4
M348720778,1355030.0,157
M349025504,5188080.0,64
M349181462,7114638.0,909
M349257843,1093157.0,71
M349334435,67669947.0,386
M349445095,41562208.0,312
M349678199,933678.0,95
M349723026,34123544.0,668
M349749699,3702170.0,114
M349920781,1648290.0,184
M349981389,838950.0,59
M350305735,3137460.0,195
M350339914,729660.0,242
M350494217,1389790.0,171
M350558474,127310.0,38
M350619034,3468027.0,548
M350623290,17052498.0,867
M350725409,2299980.0,267
M350838042,2538966.0,122
