,num,cust,recency,count,sum
1341,1341,M151464080,20211212,16,4865050.0
1342,1342,M151511165,20211231,253,2906289.0
1343,1343,M151603670,20211225,51,3703992.0
1344,1344,M151879588,20211229,235,4483861.0
1345,1345,M151983877,20211231,194,5017653.0
1346,1346,M152148285,20211019,13,928640.0
1347,1347,M152153203,20211224,111,8844471.0
1348,1348,M152303718,20211228,100,7542039.0
1349,1349,M152307003,20211226,38,2080910.0
1350,1350,M152516175,20211222,71,1311000.0
1351,1351,M152609379,20211109,32,2305720.0
1352,1352,M152802457,20211115,75,4323478.0
1353,1353,M152809914,20211230,251,6095190.0
1354,1354,M153013541,20211225,30,1838610.0
1355,1355,M153039268,20211231,33,4179146.0
1356,1356,M153106282,20211219,29,546395.0
1357,1357,M153307018,20211223,93,875580.0
1358,1358,M153520652,20210713,23,418920.0
1359,1359,M153597458,20211216,149,15749218.0
1360,1360,M153690273,20211231,174,11959500.0
1362,1362,M153842894,20211213,50,2739000.0
1363,1363,M153891379,20211218,11,4955800.0
1364,1364,M154052777,20211018,37,19951170.0
1365,1365,M154210081,20211228,114,2979660.0
1366,1366,M154331388,20211126,3,2033690.0
1368,1368,M154574237,20211213,48,2946370.0
1369,1369,M154620472,20211231,40,5779690.0
1370,1370,M154901014,20211214,50,1537406.0
1371,1371,M155118619,20211225,45,7209058.0
1372,1372,M155128651,20211230,38,615700.0
1373,1373,M155207379,20211229,157,7468040.0
1374,1374,M155229667,20211227,48,8672504.0
1375,1375,M155305167,20211231,257,12572121.0
1376,1376,M155311579,20211231,92,8248994.0
1377,1377,M155386754,20211231,86,9479315.0
1378,1378,M155426775,20211223,117,2980540.0
1379,1379,M155442237,20211214,21,734560.0
1381,1381,M155652252,20211222,42,5169580.0
1382,1382,M156062031,20211227,23,3647060.0
1384,1384,M156450245,20211221,227,9280882.0
1385,1385,M156540640,20211211,21,259040.0
1388,1388,M156812658,20211004,4,173380.0
1390,1390,M157232320,20211226,77,9288050.0
1391,1391,M157319987,20211220,23,525280.0
1392,1392,M157432956,20211222,16,741850.0
1393,1393,M157433990,20211231,27,2192760.0
1394,1394,M157517052,20211227,81,5425455.0
1395,1395,M157679305,20210925,21,408040.0
1396,1396,M157727590,20211226,57,2671360.0
1397,1397,M157943122,20211208,60,6613236.0
1398,1398,M157985089,20211231,80,1538370.0
1399,1399,M157996287,20211221,56,1239270.0
1400,1400,M158082280,20211231,108,3159960.0
1401,1401,M158657354,20211209,79,9472770.0
1402,1402,M159032724,20211231,150,5801840.0
1403,1403,M159195832,20211231,63,6346240.0
1404,1404,M159274242,20211229,148,13568173.0
1405,1405,M159376998,20211231,133,16004190.0
1406,1406,M159388262,20211231,159,9207820.0
1407,1407,M159430411,20211216,80,7893990.0
1408,1408,M159455152,20211230,56,2958980.0
1409,1409,M159462722,20211231,166,16521390.0
1410,1410,M159471136,20210610,27,930650.0
1411,1411,M159561941,20211221,59,2190500.0
1412,1412,M159715993,20210904,25,1768000.0
1413,1413,M159763823,20211221,49,6146400.0
1414,1414,M159799736,20211217,43,1240880.0
1416,1416,M159837511,20210813,21,1186420.0
1417,1417,M159971558,20211219,59,897040.0
1418,1418,M160019888,20211221,29,3160802.0
1419,1419,M160023169,20211229,62,1815920.0
1420,1420,M160274676,20211222,41,2485473.0
1421,1421,M160310319,20211213,4,248730.0
1422,1422,M160330825,20211230,302,5289212.0
1423,1423,M160419852,20211230,79,2229829.0
1424,1424,M160683209,20211221,68,1686680.0
1425,1425,M160693599,20210811,46,3100619.0
1426,1426,M160703988,20211220,23,467110.0
1427,1427,M160711542,20211107,72,6753189.0
1428,1428,M160745003,20211208,34,301360.0
1429,1429,M160908717,20211223,90,6775250.0
1430,1430,M161058219,20211226,60,5669889.0
1431,1431,M161215491,20211219,39,6597020.0
1432,1432,M161303671,20210719,5,922780.0
1433,1433,M161409570,20211231,175,7399110.0
1434,1434,M161486678,20211121,40,714910.0
1435,1435,M161524926,20211213,67,4074321.0
1436,1436,M161646674,20211212,82,7065810.0
1438,1438,M161750931,20211230,117,2086070.0
1439,1439,M161756614,20211229,64,1282803.0
1440,1440,M161979458,20211201,38,4320856.0
1441,1441,M161998287,20211204,32,6907019.0
1442,1442,M162236436,20211229,83,307700.0
1443,1443,M162255177,20211216,32,665893.0
1444,1444,M162286176,20211231,73,3744377.0
1445,1445,M162297999,20211213,26,1236700.0
1446,1446,M162382389,20211231,31,1584756.0
1447,1447,M162384648,20210419,11,176750.0
1449,1449,M162651503,20211214,84,3151286.0
1450,1450,M162664539,20211213,32,5903660.0
1451,1451,M162684169,20211228,81,2652090.0
1453,1453,M162718407,20211226,162,10161920.0
1454,1454,M162772483,20211213,31,681332.0
1455,1455,M162777155,20211215,26,2540660.0
1456,1456,M163012867,20211216,168,16687320.0
1457,1457,M163065666,20211219,26,340146.0
1458,1458,M163213643,20211012,6,1094000.0
1459,1459,M163517248,20211217,23,308160.0
1460,1460,M163656785,20211230,23,1502750.0
1461,1461,M163773971,20211116,26,8233490.0
1462,1462,M163797373,20211225,79,2636590.0
1463,1463,M163801208,20211209,21,1590518.0
1465,1465,M164050128,20211231,25,2306150.0
1466,1466,M164251326,20210926,37,2521944.0
1467,1467,M164506971,20211219,27,1463740.0
1468,1468,M164557447,20211229,47,10350350.0
1469,1469,M164583572,20211225,87,2867220.0
1470,1470,M164915825,20210709,4,131400.0
1471,1471,M164916065,20211220,32,393700.0
1472,1472,M165196823,20211229,37,24501405.0
1473,1473,M165686699,20211229,179,7358470.0
1474,1474,M165817325,20211231,155,2678685.0
1475,1475,M165870307,20210901,36,4525890.0
1476,1476,M165951130,20211225,115,16562408.0
1477,1477,M166233542,20211120,24,202480.0
1478,1478,M166236267,20211230,65,5482300.0
1480,1480,M166469520,20211204,44,5551620.0
1481,1481,M166513147,20211222,45,5744892.0
1482,1482,M166646839,20211220,8,1467900.0
1483,1483,M166664110,20211231,65,1796806.0
1484,1484,M166723417,20211231,117,6333533.0
1485,1485,M166763539,20211229,58,514775.0
1486,1486,M166800585,20211210,37,819600.0
1487,1487,M166939976,20210410,4,581460.0
1488,1488,M166961098,20211228,33,5167743.0
1489,1489,M167000594,20211214,115,5153830.0
1490,1490,M167004053,20211108,156,24886678.0
1491,1491,M167068301,20211218,32,1299210.0
1492,1492,M167082482,20211217,57,865556.0
1493,1493,M167135895,20211221,38,2828834.0
1494,1494,M167309338,20211230,120,3753326.0
1495,1495,M167655220,20211230,47,1264270.0
1496,1496,M167750458,20211230,96,4286000.0
1497,1497,M167753648,20211216,190,15539051.0
1498,1498,M167759212,20211229,61,2380978.0
1499,1499,M167868778,20211226,26,3421150.0
1500,1500,M168063857,20211030,21,1249010.0
1501,1501,M168294506,20211219,47,3244576.0
1502,1502,M168347165,20211231,39,1803302.0
1503,1503,M168543705,20211228,33,1978030.0
1504,1504,M168576342,20211230,56,5178850.0
1505,1505,M168696368,20211229,26,2818847.0
1506,1506,M168782799,20211231,22,3115684.0
1507,1507,M168800760,20211106,27,4970290.0
1508,1508,M169084943,20211230,176,9114594.0
1509,1509,M169097360,20211130,71,2695740.0
1510,1510,M169113401,20211009,4,123730.0
1511,1511,M169159091,20211229,233,3520569.0
1512,1512,M169295992,20210604,28,2073270.0
1513,1513,M169589532,20211229,47,1931160.0
1514,1514,M169608550,20211212,47,325650.0
1515,1515,M170002691,20211230,103,3244810.0
1516,1516,M170175244,20211220,42,1592140.0
1517,1517,M170314376,20211224,21,1370250.0
1518,1518,M170384962,20211031,28,756558.0
1519,1519,M170670421,20210415,2,91500.0
1520,1520,M170670557,20211228,23,1115280.0
1521,1521,M170837799,20211221,30,1699205.0
1522,1522,M170868139,20211017,36,8163304.0
1523,1523,M171035694,20211231,48,4428960.0
1524,1524,M171118837,20210914,31,2865660.0
1525,1525,M171384165,20211224,59,1348062.0
1526,1526,M171492013,20211210,37,606329.0
1527,1527,M171764006,20211230,94,951040.0
1528,1528,M171785053,20211118,24,1751840.0
1529,1529,M171915587,20211214,24,1880190.0
1530,1530,M171918261,20211101,42,4051482.0
1531,1531,M172292420,20211227,30,1279406.0
1532,1532,M172361598,20211231,40,2583970.0
1533,1533,M172500167,20211229,64,4350915.0
1534,1534,M172572397,20211203,21,2031898.0
1535,1535,M172612014,20211019,20,345800.0
1536,1536,M172650446,20211209,24,1743390.0
1537,1537,M173065733,20210423,3,300.0
1538,1538,M173151637,20211111,33,1553280.0
1539,1539,M173215640,20211202,72,10613590.0
1540,1540,M173349351,20211026,27,1969360.0
1541,1541,M173382385,20211225,65,6185808.0
1543,1543,M173473481,20211225,153,2925356.0
1544,1544,M173495193,20211224,53,1079060.0
1545,1545,M174060985,20211107,94,10640860.0
1546,1546,M174081117,20211211,3,219000.0
1547,1547,M174161086,20211106,62,1105020.0
1548,1548,M174352054,20211228,150,9298551.0
1549,1549,M174557303,20211231,52,975409.0
1550,1550,M174599398,20211124,48,2438778.0
1551,1551,M174908622,20211223,71,4351412.0
1553,1553,M174955866,20211228,142,1829804.0
1554,1554,M175150734,20211210,59,3387490.0
1555,1555,M175269800,20211223,59,1226110.0
1557,1557,M175320655,20211231,48,1252354.0
1558,1558,M175335964,20211031,37,7663730.0
1559,1559,M175607685,20210807,2,57840.0
1560,1560,M175706986,20211213,77,4237500.0
1561,1561,M175716456,20211225,142,4098857.0
1562,1562,M175754655,20211229,92,8147049.0
1563,1563,M175805327,20211227,45,10371940.0
1564,1564,M175853365,20211106,8,137950.0
1566,1566,M175986422,20211230,20,2326290.0
1567,1567,M175988643,20211126,50,3147320.0
1568,1568,M176247661,20211228,44,1456190.0
1569,1569,M176248707,20211222,92,126650.0
1570,1570,M176351888,20211220,107,3803160.0
1571,1571,M176360664,20211222,41,211860.0
1572,1572,M176423360,20211016,34,1818238.0
1573,1573,M176435873,20211229,146,2602810.0
1577,1577,M177164150,20211228,88,3562756.0
1578,1578,M177195127,20211225,40,8343190.0
1579,1579,M177512546,20210810,36,1129710.0
1580,1580,M177639068,20211207,34,4452310.0
1581,1581,M177916278,20211214,47,1269550.0
1582,1582,M178406713,20211230,81,2146854.0
1583,1583,M178459752,20211102,29,1579035.0
1584,1584,M179150765,20211129,32,5708051.0
1586,1586,M179715200,20211230,78,23692510.0
1587,1587,M179829223,20211223,27,1292210.0
1588,1588,M179856609,20211117,56,1054060.0
1589,1589,M179896237,20211212,76,1841110.0
1590,1590,M180099031,20210413,64,2643329.0
1591,1591,M180306897,20211217,83,3640923.0
1592,1592,M180366015,20211225,23,703820.0
1593,1593,M180433125,20211222,153,4300216.0
1594,1594,M180640538,20210523,4,441030.0
1595,1595,M180980910,20211230,175,9615386.0
1596,1596,M181103474,20211214,45,3072390.0
1597,1597,M181217982,20211231,68,5582784.0
1598,1598,M181356948,20210414,2,180120.0
1599,1599,M181380791,20211227,113,7906780.0
1601,1601,M181583385,20210828,4,518010.0
1602,1602,M181609747,20211218,86,9787800.0
1603,1603,M181636737,20211205,90,5977386.0
1604,1604,M181710347,20211218,74,3493642.0
1605,1605,M181710553,20211226,28,2418037.0
1606,1606,M181832235,20211230,32,2394430.0
1607,1607,M182519309,20211230,178,5479160.0
1608,1608,M182580993,20210828,36,3038722.0
1609,1609,M182645944,20211231,44,2009036.0
1610,1610,M182690535,20211225,47,9391490.0
1611,1611,M182842818,20211231,91,6725556.0
1612,1612,M182937626,20211221,81,8369305.0
1613,1613,M183034785,20211222,69,955813.0
1614,1614,M183073813,20211226,47,1090400.0
1615,1615,M183266325,20211226,41,1323350.0
1616,1616,M183680726,20211224,104,18511050.0
1617,1617,M183912661,20211231,230,10596860.0
1619,1619,M183957767,20211226,84,3164820.0
1620,1620,M183961271,20211103,65,3218930.0
1621,1621,M184009298,20211205,28,2443370.0
1622,1622,M184113145,20211113,29,2318104.0
1623,1623,M184134036,20211113,23,2112960.0
1624,1624,M184134165,20211231,36,2394859.0
1625,1625,M184315408,20211123,31,2642110.0
1626,1626,M184372279,20211213,96,4756269.0
1628,1628,M184434818,20211220,81,5079931.0
1629,1629,M184471630,20211122,38,591530.0
1630,1630,M184512938,20211229,4,1848458.0
1631,1631,M184833352,20211231,120,2337805.0
1632,1632,M184839546,20211115,25,1032614.0
1635,1635,M185122523,20211217,22,572956.0
1636,1636,M185125630,20211219,27,1504580.0
1637,1637,M185226919,20211123,38,483990.0
1638,1638,M185675953,20211230,98,10477134.0
1639,1639,M185721535,20211231,120,1618170.0
1640,1640,M185782897,20211228,71,3276704.0
1641,1641,M185837643,20211111,38,419150.0
1642,1642,M185920382,20210913,34,5767368.0
1643,1643,M185963634,20211221,105,6069188.0
1644,1644,M185971493,20211230,56,2323140.0
1645,1645,M186317701,20211223,66,4920370.0
1646,1646,M186539937,20211226,76,7704730.0
1647,1647,M186570619,20211211,169,8344090.0
1648,1648,M186930272,20211228,114,1299430.0
1649,1649,M187138242,20211004,3,150000.0
1650,1650,M187237815,20210521,36,877670.0
1651,1651,M187475245,20211023,21,4406220.0
1652,1652,M187516834,20211212,94,16228220.0
1653,1653,M187547155,20211231,45,925100.0
1654,1654,M187568114,20211215,93,9175520.0
1655,1655,M187648034,20210823,5,79600.0
1656,1656,M187709093,20211230,63,3458090.0
1658,1658,M187759233,20211213,37,1945700.0
1659,1659,M187838505,20211224,92,10227514.0
1660,1660,M187946081,20211231,121,1690435.0
1661,1661,M188361959,20211231,136,9523164.0
1662,1662,M188500925,20211120,53,4603974.0
1663,1663,M188501132,20211106,3,282110.0
1664,1664,M188804353,20211216,74,1872100.0
1665,1665,M188849491,20211228,49,3522353.0
1666,1666,M188913071,20211229,177,3575388.0
1667,1667,M189016797,20210125,3,250200.0
1668,1668,M189127050,20211231,49,5706309.0
1669,1669,M189198945,20211231,6,340290.0
1670,1670,M189215563,20211219,47,1893160.0
1671,1671,M189529850,20211213,93,6595940.0
1672,1672,M189890707,20211230,95,7556925.0
1673,1673,M189912435,20210917,50,3055730.0
1674,1674,M189964348,20211220,91,2355052.0
1675,1675,M190127201,20211231,50,1298929.0
1676,1676,M190153102,20211226,64,5022415.0
1677,1677,M190157744,20211223,75,15310810.0
1678,1678,M190219231,20211203,35,3690760.0
1679,1679,M190303309,20211228,125,10786278.0
1680,1680,M190348407,20211218,98,9370590.0
1681,1681,M190502976,20211213,28,1558090.0
1684,1684,M190932314,20211230,78,4380690.0
1685,1685,M191092759,20211223,64,2690550.0
1686,1686,M191618217,20211231,75,5224491.0
1687,1687,M191886130,20211217,25,2176920.0
1688,1688,M191900972,20211225,87,8480520.0
1689,1689,M192030358,20211213,97,5277340.0
1690,1690,M192296080,20211229,50,4319140.0
1691,1691,M192531170,20211226,53,3560240.0
1692,1692,M192554378,20211213,3,104490.0
1693,1693,M192906826,20211210,44,1859514.0
1694,1694,M192943021,20211019,21,634890.0
1695,1695,M192988404,20211216,38,600580.0
1696,1696,M193178833,20211203,41,1712510.0
1697,1697,M193372575,20211229,68,8307896.0
1698,1698,M193525920,20211229,113,13285051.0
1699,1699,M193678488,20211227,35,3836985.0
1700,1700,M193817265,20211223,25,1830420.0
1701,1701,M194070551,20211225,31,3759519.0
1702,1702,M194077975,20211112,27,2844411.0
1703,1703,M194096249,20211005,13,1668557.0
1704,1704,M194134921,20211228,65,9696300.0
1705,1705,M194135614,20211226,46,6763230.0
1706,1706,M194253669,20211231,132,15510009.0
1707,1707,M194461330,20211224,44,810633.0
1708,1708,M194500703,20211226,76,7760560.0
1709,1709,M194631012,20211230,90,2141268.0
1710,1710,M194726678,20210418,1,38170.0
1711,1711,M194892764,20211226,57,2134150.0
1712,1712,M195416781,20210718,29,1159448.0
1713,1713,M195638527,20211222,32,426900.0
1714,1714,M195648754,20211231,131,8738152.0
1715,1715,M195744483,20211216,29,1930520.0
1716,1716,M195831652,20211230,88,2740830.0
1717,1717,M196037434,20211227,95,7864678.0
1718,1718,M196134608,20211227,53,3588210.0
1719,1719,M196296887,20211231,50,2893030.0
1720,1720,M196340954,20211227,22,435680.0
1721,1721,M196345204,20211231,9,1453100.0
1722,1722,M196451444,20211226,28,1205730.0
1723,1723,M196475622,20211225,117,3467154.0
1724,1724,M196658241,20211207,86,24151170.0
1725,1725,M196987710,20211225,1,31850.0
1726,1726,M197148461,20211230,166,8666115.0
1727,1727,M197309348,20211231,178,9501288.0
1728,1728,M197346610,20211231,36,3147160.0
1729,1729,M197434860,20211023,10,4543000.0
1730,1730,M197460925,20211218,26,1322153.0
1731,1731,M197487422,20211225,45,2590880.0
1732,1732,M197568948,20211231,112,5266730.0
1734,1734,M197723486,20211203,30,3078030.0
1735,1735,M197894689,20211223,77,3267694.0
1736,1736,M197912538,20211202,39,2398620.0
1737,1737,M197926255,20211219,92,3057230.0
1738,1738,M197985175,20211205,61,947210.0
1739,1739,M198201553,20211231,89,4920206.0
1740,1740,M198277614,20211113,33,1496832.0
1741,1741,M198395862,20211123,25,1794490.0
1742,1742,M198426354,20211225,108,4472661.0
1743,1743,M198853325,20211030,17,562870.0
1744,1744,M199434799,20211112,26,1943190.0
1745,1745,M199539280,20211231,159,3344750.0
1746,1746,M199774081,20211022,40,1039289.0
1747,1747,M199798115,20211229,105,5315609.0
1748,1748,M199808499,20211230,40,691510.0
1750,1750,M200124406,20211129,45,6002800.0
1751,1751,M200139366,20211230,135,2461273.0
1752,1752,M200203137,20211231,123,8363631.0
1753,1753,M200427221,20211229,77,6744786.0
1754,1754,M200591409,20211220,133,3912727.0
1755,1755,M200688422,20211231,83,3235760.0
1756,1756,M200693840,20211227,43,2249750.0
1757,1757,M201145565,20211230,136,8737342.0
1758,1758,M201155022,20211203,79,3295770.0
1759,1759,M201224785,20211229,98,6086990.0
1760,1760,M201234136,20210321,42,2333450.0
1761,1761,M201238803,20210522,14,1324420.0
1762,1762,M201476321,20211230,244,13520238.0
1763,1763,M201665014,20211207,70,3694137.0
1764,1764,M201673311,20211222,34,3406230.0
1765,1765,M201766112,20211218,98,7789360.0
1766,1766,M201812907,20211227,23,847720.0
1768,1768,M201902893,20211228,53,4578930.0
1769,1769,M201977484,20211127,14,4289230.0
1770,1770,M201983289,20211223,28,1411640.0
1771,1771,M202051611,20211224,110,17920526.0
1772,1772,M202258415,20211211,47,11584490.0
1774,1774,M202380271,20211227,41,848020.0
1776,1776,M202453092,20211222,22,525662.0
1777,1777,M202507264,20211218,28,760150.0
1778,1778,M202629923,20211219,54,1593000.0
1779,1779,M202670039,20210513,13,2472680.0
1780,1780,M202700988,20211225,59,1574350.0
1781,1781,M202714665,20211223,31,4147770.0
1782,1782,M202776819,20211226,34,3108563.0
1783,1783,M202908727,20211023,19,3478330.0
1784,1784,M202952355,20211229,131,9010450.0
1786,1786,M203459045,20211226,81,3636600.0
1788,1788,M203753663,20211230,45,1072310.0
1790,1790,M203953437,20211216,51,1695817.0
1791,1791,M204013561,20211231,235,12469469.0
1792,1792,M204015928,20211226,129,2831878.0
1793,1793,M204287892,20211218,96,6319120.0
1794,1794,M204291165,20211231,37,626340.0
1795,1795,M204315762,20211213,33,1328720.0
1796,1796,M204395671,20211221,106,7455401.0
1797,1797,M204692515,20211224,103,7650441.0
1798,1798,M204804717,20211222,111,7666005.0
1799,1799,M204843023,20211231,119,7361238.0
1800,1800,M204923282,20211216,64,19423130.0
1801,1801,M205142844,20211230,233,15727490.0
1802,1802,M205214245,20211011,41,1689850.0
1804,1804,M205388533,20211128,64,3119140.0
1805,1805,M205485737,20211003,70,5715950.0
1806,1806,M205630212,20211129,27,3645429.0
1808,1808,M205821003,20210922,55,2960050.0
1809,1809,M205853827,20211231,142,14019454.0
1810,1810,M205885567,20211209,27,1104580.0
1811,1811,M205977381,20211229,75,5687140.0
1812,1812,M206102585,20211219,33,5773780.0
1813,1813,M206174793,20211028,7,298810.0
1814,1814,M206314520,20210705,2,58600.0
1815,1815,M206321519,20210823,22,851000.0
1817,1817,M206398527,20211225,1,155914.0
1818,1818,M206419504,20211116,5,303430.0
1819,1819,M206430213,20211224,39,2724530.0
1820,1820,M206434677,20211208,34,491950.0
1821,1821,M206504867,20211224,68,5292352.0
1822,1822,M206685867,20210203,1,42000.0
1823,1823,M206715364,20211118,67,4601470.0
1824,1824,M206802301,20211004,3,80170.0
1826,1826,M207190297,20211206,29,3993220.0
1827,1827,M207241620,20211231,24,1409441.0
1828,1828,M207260252,20211231,59,2525525.0
1829,1829,M207323858,20210317,1,13700.0
1830,1830,M207514023,20211231,71,2336400.0
1831,1831,M207638686,20211228,87,3753594.0
1832,1832,M207832847,20211230,29,517870.0
1833,1833,M207839596,20211229,153,5175486.0
1834,1834,M207856573,20211210,30,1514120.0
1835,1835,M208257208,20211209,238,12712920.0
1838,1838,M208729102,20211230,74,2179324.0
1839,1839,M208838735,20211214,45,910252.0
1840,1840,M208965762,20211231,38,6156449.0
1841,1841,M209043361,20211227,108,7166772.0
1842,1842,M209126885,20211231,185,1855880.0
1843,1843,M209298130,20211223,66,2126625.0
1844,1844,M209800528,20211228,41,4256810.0
1846,1846,M209914588,20211214,16,1408504.0
1847,1847,M209950278,20211230,232,25263853.0
1848,1848,M209978730,20211231,165,10677510.0
1849,1849,M210088658,20211231,256,15537979.0
1850,1850,M210131528,20211204,113,2254944.0
1851,1851,M210235142,20210806,24,1399310.0
1852,1852,M210251276,20211227,83,5802419.0
1853,1853,M210302835,20210915,1,24100.0
1854,1854,M210637875,20211231,58,11184430.0
1855,1855,M210687594,20211231,204,4101039.0
1856,1856,M210789016,20211231,161,2604297.0
1857,1857,M210809987,20211226,20,1527950.0
1858,1858,M210816784,20211222,55,1600900.0
1860,1860,M211161235,20211230,227,16905730.0
1861,1861,M211217470,20211230,55,5369659.0
1862,1862,M211288384,20211103,6,337530.0
1863,1863,M211407472,20211226,108,8976274.0
1864,1864,M211588027,20211217,37,1640890.0
1865,1865,M211605853,20211226,138,16435450.0
1866,1866,M211647798,20211224,42,21793371.0
1867,1867,M211668512,20211228,47,2773195.0
1868,1868,M211725950,20211227,79,1376799.0
1869,1869,M211968925,20211218,56,5453112.0
1870,1870,M212005106,20211228,232,17831096.0
1871,1871,M212030716,20210506,9,454410.0
1872,1872,M212063307,20211106,20,2341420.0
1873,1873,M212153484,20211130,32,132500.0
1874,1874,M212377459,20211221,58,3598650.0
1875,1875,M212504605,20211220,56,12643710.0
1876,1876,M212640459,20211225,145,15460100.0
1877,1877,M212703215,20211015,28,3550322.0
1878,1878,M212748743,20211228,119,6635044.0
1879,1879,M213104097,20211227,53,17997980.0
1880,1880,M213349804,20211231,142,4079455.0
1881,1881,M213497895,20211231,95,11475241.0
1882,1882,M213551283,20211203,18,1936330.0
1883,1883,M213624803,20210313,3,410300.0
1884,1884,M213823576,20211212,23,16749210.0
1885,1885,M214215167,20211023,10,754480.0
1886,1886,M214263215,20211217,49,419650.0
1887,1887,M214270708,20211231,251,20061242.0
1888,1888,M214388414,20211126,22,1728480.0
1889,1889,M214435994,20211215,29,1493540.0
1890,1890,M214574828,20211231,174,12730580.0
1891,1891,M214752397,20211210,52,1833540.0
1892,1892,M214902049,20211227,61,8627150.0
1893,1893,M214908869,20210625,3,119740.0
1895,1895,M215061884,20211229,186,6645111.0
1896,1896,M215097435,20210825,44,5065377.0
1897,1897,M215130042,20211031,11,141680.0
1898,1898,M215397762,20211220,74,17142460.0
1899,1899,M215732487,20211218,66,4377601.0
1900,1900,M215910524,20211227,93,4292749.0
1901,1901,M216016456,20211231,25,333450.0
1902,1902,M216032819,20211229,100,909840.0
1903,1903,M216342831,20211030,17,5744010.0
1904,1904,M216495788,20211127,25,2452680.0
1905,1905,M216662856,20211231,36,3116240.0
1906,1906,M216764690,20211121,96,4193455.0
1907,1907,M216909807,20211004,178,8473065.0
1908,1908,M216946077,20211119,25,743140.0
1910,1910,M217043532,20210814,24,261160.0
1911,1911,M217145176,20211231,103,5551280.0
1912,1912,M217402929,20211228,125,11717730.0
1913,1913,M217407125,20211203,18,101900.0
1914,1914,M217647028,20211218,37,1167720.0
1915,1915,M217889206,20211227,141,9233635.0
1916,1916,M217960991,20211228,77,5597150.0
1917,1917,M217999152,20211231,105,5782813.0
1918,1918,M218062606,20211231,172,18961414.0
1919,1919,M218092364,20211230,58,5819830.0
1920,1920,M218094063,20211224,64,5116275.0
1921,1921,M218261740,20211230,90,6862259.0
1922,1922,M218289075,20211208,38,1849520.0
1923,1923,M218425903,20211112,36,1297410.0
1924,1924,M218888872,20211125,50,2784860.0
1925,1925,M219184284,20210902,113,1698794.0
1926,1926,M219412461,20211230,33,542860.0
1927,1927,M219471688,20211231,29,1304301.0
1928,1928,M219508295,20211230,23,892860.0
1929,1929,M219554124,20211223,27,5597538.0
1930,1930,M219617974,20211231,51,3216540.0
1931,1931,M219635868,20211224,30,825780.0
1932,1932,M219826079,20211126,97,4540531.0
1933,1933,M219871744,20211225,73,1353308.0
1934,1934,M219900107,20211228,128,9560904.0
1935,1935,M220008309,20211229,30,1974135.0
1936,1936,M220142006,20211122,44,1355590.0
1937,1937,M220162379,20211224,96,3612850.0
1938,1938,M220379209,20211219,112,9909421.0
1940,1940,M220433545,20211230,216,22004486.0
1941,1941,M220521373,20211227,25,4212342.0
1942,1942,M220584480,20210903,26,1604970.0
1943,1943,M220654806,20211219,19,1203694.0
1944,1944,M220716766,20211216,30,4950110.0
1945,1945,M220819335,20211231,33,1508760.0
1946,1946,M220909341,20211220,74,5879642.0
1947,1947,M221071469,20211231,145,12919556.0
1948,1948,M221139757,20211230,123,15971876.0
1949,1949,M221732730,20211219,27,1659120.0
1950,1950,M222126809,20211223,77,1035848.0
1951,1951,M222189290,20211231,44,2402184.0
1952,1952,M222295457,20211201,34,1059920.0
1953,1953,M222337859,20211225,54,2982760.0
1954,1954,M222379809,20211230,19,754970.0
1955,1955,M222453403,20211229,134,14481180.0
1957,1957,M222501555,20211227,151,13443880.0
1958,1958,M222530056,20210907,34,1100280.0
1959,1959,M223049384,20211230,68,4201396.0
1960,1960,M223303327,20211205,41,786836.0
1961,1961,M223467977,20211231,43,1728329.0
1962,1962,M223630342,20211220,27,499163.0
1963,1963,M223766848,20211225,44,5492645.0
1964,1964,M223807903,20211225,71,5669910.0
1965,1965,M223851721,20211228,61,4248647.0
1966,1966,M223933059,20211219,43,1443430.0
1967,1967,M224390005,20211215,101,6206120.0
1968,1968,M224473145,20211230,143,11374175.0
1969,1969,M224491186,20211116,36,2431020.0
1970,1970,M224519972,20211113,13,1454300.0
1971,1971,M224561870,20211229,64,2510401.0
1972,1972,M224818618,20210615,42,9366300.0
1973,1973,M225046641,20211205,28,3407670.0
1974,1974,M225197414,20211230,77,6535330.0
1975,1975,M225514529,20211231,164,10950160.0
1976,1976,M225523745,20211230,112,1429024.0
1977,1977,M225533187,20211227,86,6104780.0
1978,1978,M225697478,20211223,47,2034480.0
1979,1979,M225711285,20210913,27,3624020.0
1980,1980,M225744170,20211113,40,3355870.0
1981,1981,M225759092,20211231,88,6840387.0
1982,1982,M226095190,20211227,68,3287010.0
1983,1983,M226332649,20211229,80,7661985.0
1984,1984,M226340977,20211211,35,21555500.0
1986,1986,M226378612,20211227,58,6113390.0
1987,1987,M226518500,20211118,28,2188190.0
1988,1988,M226668931,20211227,21,1375196.0
1989,1989,M226898274,20211107,35,2278780.0
1992,1992,M227386710,20211211,53,3685906.0
1993,1993,M227399628,20211204,5,350742.0
1994,1994,M227423887,20211223,160,7098497.0
1995,1995,M227606445,20211020,28,2492134.0
1996,1996,M227861690,20211105,3,18565000.0
1997,1997,M228022825,20211224,53,7079250.0
1998,1998,M228124869,20211124,81,5797220.0
1999,1999,M228343874,20211217,48,2336664.0
2000,2000,M228508070,20211225,85,17949630.0
2001,2001,M228564991,20211213,20,201900.0
2002,2002,M228735506,20211127,124,18135950.0
2003,2003,M228770795,20211225,36,1729857.0
2004,2004,M228917086,20211220,27,1554326.0
